id,split,eruption,sample_id,crystal_id,crystal_number,rim_core,source,pair_mine_id,pair_liq_id,pair_row_idx_mine,pair_row_idx_liq,liq_is_synthetic,liq_mix_f,liq_endmember1_idx,liq_endmember2_idx,kd_value,kd_error,if_pass_test,SiO2_cpx,SiO2_liq,TiO2_cpx,TiO2_liq,Al2O3_cpx,Al2O3_liq,Cr2O3_cpx,FeO_cpx,FeO_liq,MnO_cpx,MnO_liq,MgO_cpx,MgO_liq,NiO_cpx,CaO_cpx,CaO_liq,Na2O_cpx,Na2O_liq,K2O_cpx,K2O_liq
merapi_2006_0011,merapi_kd028_pass,2006,2006px3 Line 026 ,2006px3,2,rim,"Costa et al., 2013",38,5590,38,5590,True,0.7512078556593581,4.0,4.0,0.2799995436317146,4.56368285384201e-07,True,48.88074237596268,56.75568350210878,0.8870154128916902,0.7717271029854464,5.008440630899702,17.33853442075267,0.0,8.852174086763693,7.176367358422969,0.3625975167564003,0.1853695777102765,13.16638531230334,2.988674375280229,0.0,22.42610702120646,7.361520448914495,0.4165376432160302,3.348528910171364,0.0,2.963972930867238
merapi_2006_0012,merapi_kd028_pass,2006,2006px3 Line 027 ,2006px3,2,rim,"Costa et al., 2013",39,2553,39,2553,True,0.9822817688105339,3.0,1.0,0.2800041347572449,4.134757244922405e-06,True,48.92213642213642,52.03563645342206,0.8787805662805663,0.8318141771904666,5.052485521235521,18.68518282729602,0.0,8.953708172458171,7.449459169753514,0.2624276061776062,0.197909248719643,13.04496460746461,3.038989212405527,0.0,22.48733108108108,9.080103764137117,0.3971605534105534,3.356750646083187,0.0,1.974788653850736
merapi_2006_0013,merapi_kd028_pass,2006,2006px3 Line 028 ,2006px3,2,rim,"Costa et al., 2013",40,10701,40,10701,True,0.7516049785125594,4.0,1.0,0.2799987824852813,1.217514718765411e-06,True,49.15905284377538,56.51808763881347,0.7301246627686567,0.7477896494281792,4.895245163425568,17.40054783729661,0.0,8.810638959371772,7.125367432600756,0.3119076512651817,0.1782054372496076,13.1763431585915,2.983670765732831,0.0,22.51752600066193,7.391639860695648,0.3710798423412129,3.331897756409831,0.01504377739221133,3.008603783979492
merapi_2006_0014,merapi_kd028_pass,2006,2006px3 Line 029 ,2006px3,2,rim,"Costa et al., 2013",41,16550,41,16550,True,0.7549931560711998,4.0,2.0,0.27999970009488,2.999051200158753e-07,True,48.94846684861133,56.49851484986112,0.8077139187670573,0.7675871392377615,5.131240969658051,17.47304047529116,0.0,8.770468775084282,7.115254055220532,0.2618799165195055,0.1832942540117608,13.16724193289452,2.991024609024151,0.0,22.5236795633328,7.447215423599793,0.3662305345962434,3.35729439380229,0.01806068389789693,2.890445432039422
merapi_2006_0015,merapi_kd028_pass,2006,2006px3 Line 030 ,2006px3,2,rim,"Costa et al., 2013",42,5881,42,5881,True,0.8888995430759763,6.0,5.0,0.280001740402496,1.740402496008819e-06,True,48.46819246711119,53.89291616079579,0.8820408081536212,0.788560488444177,5.78182255060972,18.78982766068172,0.0,9.148795578782963,7.020662018318978,0.3013555996075369,0.1877789497383574,12.59486193708576,2.706252309646557,0.0,22.38341242666346,8.386420942713753,0.4305079994393384,3.430548790146755,0.009010632546404756,2.236515613008165
merapi_2006_0016,merapi_kd028_pass,2006,2006px3 Line 031 ,2006px3,2,rim,"Costa et al., 2013",43,7032,43,7032,True,0.8517309308360282,3.0,1.0,0.2800079058247457,7.905824745690904e-06,True,48.63523821934423,54.50866097717311,0.8600555327232084,0.7714996900462451,5.749741883100611,18.06023596591207,0.0,9.090726837140767,6.779952174148744,0.3498361082988342,0.1825042498386513,12.752478423432,2.663133349876925,0.0,22.20005813895209,7.975643674872799,0.3568528783793266,3.406490515351473,0.0,2.525843740941125
merapi_2006_0017,merapi_kd028_pass,2006,2006px3 Line 032 ,2006px3,2,rim,"Costa et al., 2013",44,12524,44,12524,True,0.7959872427431963,4.0,3.0,0.2799786851612204,2.131483877965135e-05,True,50.55782558186115,55.56996861582056,0.459680326883788,0.7726859147885047,3.729519689139927,17.81819948993101,0.0,8.988302687978207,7.305561582109053,0.4937307214677722,0.1849064308574132,13.80042462845011,3.140460504732919,0.0,21.51784641269078,7.858948379781604,0.4456595761727356,3.403808744499547,0.004005928774586388,2.714445926124493
merapi_2006_0018,merapi_kd028_pass,2006,2006trav1n Line 001 ,2006trav1,3,rim,"Costa et al., 2013",58,14072,58,14072,True,0.6683286246330312,6.0,3.0,0.2800026645370314,2.66453703134939e-06,True,48.77508235998801,57.90437914468764,0.8535489667565139,0.691742895210965,5.656384146950185,17.89409489855841,0.0,9.568733153638815,5.740008003685534,0.2875112309074573,0.1625211345835325,12.36597783767595,2.077058279831708,0.0,22.07347509234302,6.594888262507003,0.3743635819107517,3.638272283932887,0.04492362982929021,3.067084371379803
merapi_2006_0019,merapi_kd028_pass,2006,2006trav1n Line 002 ,2006trav1,3,rim,"Costa et al., 2013",59,13298,59,13298,True,0.8376519214088094,4.0,1.0,0.2799967368270788,3.263172921208479e-06,True,49.99103782039792,54.90100744096424,0.8603692417996057,0.7901247453331343,4.696182111489515,17.79180328664586,0.0,8.473242914899126,7.664973834789143,0.305709904204258,0.1892194459403276,13.03300073689032,3.301097938077098,0.0,22.29889864770668,8.149713427611612,0.3196510724741591,3.286206829731922,0.0169285614705941,2.65228339344612
merapi_2006_0020,merapi_kd028_pass,2006,2006trav1n Line 017 ,2006trav1,3,rim,"Costa et al., 2013",74,19148,74,19148,True,0.8937439057765483,4.0,3.0,0.2800022664781375,2.266478137502581e-06,True,49.50505917336898,53.78747362207042,1.005847486379149,0.8193158430554135,4.781767018580238,18.15927248725438,0.0,8.380066657353265,7.965621413876659,0.2444768196060431,0.1969305004105154,13.1668229987826,3.504408561206089,0.0,22.56570938192269,8.683623589130962,0.3462590057277426,3.306149838129229,0.0,2.362521939204426
merapi_2006_0021,merapi_kd028_pass,2006,2006trav1n Line 019 ,2006trav1,3,rim,"Costa et al., 2013",76,10696,76,10696,True,0.9231118058218843,4.0,0.0,0.2800256233985809,2.562339858092066e-05,True,49.9375056244938,53.24721226460472,0.6069453749162574,0.8367843001150541,4.588587027167555,18.25166473707522,0.0,8.473237408633223,8.164299971706662,0.3039726424621784,0.1988512118441732,13.39879410853023,3.61520612876426,0.0,22.33598976092152,8.931755634884308,0.3459688628023477,3.271582908779826,0.001999820016198542,2.249954449759364
merapi_2006_0022,merapi_kd028_pass,2006,2006trav1n Line 020 ,2006trav1,3,rim,"Costa et al., 2013",77,9588,77,9588,True,0.8217319490404172,4.0,0.0,0.2800043793820398,4.379382039731983e-06,True,49.90250682452228,55.08948702203754,0.8259421840471166,0.7929882019854603,4.504684672072955,17.88466965552631,0.0,8.533402661813673,7.480282981412129,0.2639815212935094,0.1841511326108605,13.19907606467547,3.239695139245705,0.0,22.38143329966902,8.077022062359758,0.3769736118471707,3.365967555443372,0.01099923005389622,2.605899126919095
merapi_2006_0023,merapi_kd028_pass,2006,2006trav1n Line 023 ,2006trav1,3,rim,"Costa et al., 2013",80,8720,80,8720,True,0.8016652289201162,4.0,6.0,0.2800041179486016,4.117948601556343e-06,True,49.55006299118124,55.56639694049486,0.8408822764812925,0.8126812511579136,4.949307097006419,17.66605373717602,0.0,8.55680204771332,7.375633305607431,0.2599636050952867,0.1778697670850588,13.14715939768432,3.173103063992226,0.0,22.28587997680325,7.844769087822097,0.3849461075449437,3.339627678840238,0.009998600195972564,2.769967393211178
merapi_2006_0024,merapi_kd028_pass,2006,2006trav1n Line 024 ,2006trav1,3,rim,"Costa et al., 2013",81,2945,81,2945,True,0.775937829848425,4.0,5.0,0.2799832553448161,1.67446551839201e-05,True,49.41296071122451,55.95213021113504,0.8681005441824305,0.7595373501152735,5.072059321864971,17.65570941206856,0.0,8.611238463531803,7.217687722856789,0.2641178463930472,0.183112539581811,13.08230510096278,3.070073721758566,0.0,22.29752626228397,7.674799367201158,0.3737516694241234,3.378129425270502,0.01594673789542927,2.784159128674003
merapi_2006_0025,merapi_kd028_pass,2006,2006trav1n Line 025 ,2006trav1,3,rim,"Costa et al., 2013",82,17864,82,17864,True,0.8069050881070965,4.0,2.0,0.2799966439377978,3.356062202253263e-06,True,49.35576913480443,55.51358976334406,0.9441400441130972,0.7892863268287663,5.016118247053305,17.69698855009402,0.0,8.589079513358683,7.447442142153479,0.286435721628392,0.1889526546036735,13.11316706089005,3.183617876877328,0.0,22.32601774504226,7.899108791972274,0.3632843298701557,3.323966933435244,0.004990169366348294,2.697540692594029
merapi_2006_0026,merapi_kd028_pass,2006,2006trav1n Line 026 ,2006trav1,3,rim,"Costa et al., 2013",83,9461,83,9461,True,0.8441758137843636,4.0,4.0,0.2800025180872135,2.518087213521092e-06,True,49.79738946026941,54.92254130379992,0.7546869244018758,0.8084494464448235,4.570933601489462,17.78375797221332,0.0,8.573362936707854,7.739387820585071,0.2996843855474467,0.194573405564652,13.17117852626968,3.329216005892124,0.0,22.45840759067693,8.19051573151517,0.3544439908800367,3.293027039170735,0.0,2.596284656482842
merapi_2006_0027,merapi_kd028_pass,2006,2006trav1n Line 028 ,2006trav1,3,rim,"Costa et al., 2013",85,3380,85,3380,True,0.9641754218689419,4.0,6.0,0.2800126995628873,1.269956288724172e-05,True,49.76365493620687,52.52128094501977,0.6900074108197968,0.8596466969201242,4.659803312836742,18.37394813766111,0.0,8.366214673423196,8.446911873239596,0.2974342540108558,0.2041964183427686,13.33046247521381,3.768702921149672,0.0,22.51687463696998,9.266570765931373,0.3755483005187574,3.225220503004265,0.0,2.122689294696004
merapi_2006_0028,merapi_kd028_pass,2006,2006trav1n Line 029 ,2006trav1,3,rim,"Costa et al., 2013",86,19486,86,19486,True,0.8280214722966821,4.0,6.0,0.2799759551680616,2.404483193846341e-05,True,49.38779184922875,55.07253365210477,0.9173118860412541,0.8202982054937411,5.052717924094193,17.78086153332435,0.0,8.458876017846068,7.549375506882789,0.2920993137666807,0.1821394785120625,13.08544905267791,3.26969869596734,0.0,22.42962607286478,8.07535986112367,0.3761278834803833,3.321072883503136,0.0,2.664990475842315
merapi_2006_0029,merapi_kd028_pass,2006,2006trav1n Line 030 ,2006trav1,3,rim,"Costa et al., 2013",87,17741,87,17741,True,0.8072924272984444,4.0,5.0,0.2800037470948772,3.747094877160073e-06,True,49.33905287576994,55.37809024102008,0.8939284857211424,0.7749951666581332,5.167586593072556,17.77805505131853,0.0,8.541316694664426,7.422748985001738,0.2379809615230781,0.1868750912758133,13.0939524838013,3.186211150713438,0.0,22.35121190304776,7.941407509318673,0.3559715222782178,3.353202520297737,0.0169986401087913,2.671627478425883
merapi_2006_0030,merapi_kd028_pass,2006,2006trav1n Line 031 ,2006trav1,3,rim,"Costa et al., 2013",88,14652,88,14652,True,0.961120605556533,4.0,5.0,0.2799971993555523,2.800644447686906e-06,True,49.53439471312706,52.56180395347099,0.8881546009812756,0.8508324585393707,4.967457695003505,18.37829260288159,0.0,8.311805346951036,8.428796038782115,0.2663462501251627,0.205334472666784,13.22819665565235,3.755990722981398,0.0,22.40312406127966,9.2494085090472,0.3935115650345449,3.230909118582556,0.004005206768799439,2.119538146657603
merapi_2006_0031,merapi_kd028_pass,2006,2006trav1n Line 032 ,2006trav1,3,rim,"Costa et al., 2013",89,10065,89,10065,True,0.831725658603067,4.0,4.0,0.2799724972348179,2.750276518209693e-05,True,49.5146699755834,55.16803346366473,0.9176239843093303,0.8035316351482115,5.033422727454669,17.72413417905009,0.0,8.515790737701638,7.663988809296277,0.2921986951126766,0.1933408402017036,13.03186166593283,3.283611087463034,0.0,22.31517431853661,8.079497697763548,0.3732538125925629,3.300459781813969,0.004002721850858584,2.64552502022487
merapi_2006_0032,merapi_kd028_pass,2006,2006trav1n Line 033 ,2006trav1,3,rim,"Costa et al., 2013",90,6907,90,6907,True,0.6970890812787294,4.0,6.0,0.2799969238817676,3.076118232414604e-06,True,49.05374792004972,57.52594479499917,0.8119323991098815,0.7824587444895528,5.441951845392032,17.21052003805015,0.0,8.735791183015577,6.686260020025074,0.2686393616808003,0.1609284311671542,13.01798279906177,2.789831482886543,0.0,22.2429381928991,6.929832372107603,0.4199995990457288,3.413249286779775,0.007016699745394039,3.186494189266821
merapi_2006_0033,merapi_kd028_pass,2006,2006trav1n Line 034 ,2006trav1,3,rim,"Costa et al., 2013",91,5036,91,5036,True,0.7920049728524002,4.0,6.0,0.2799912145287365,8.785471263539346e-06,True,49.71579577183885,55.74741081869172,0.8226964499401676,0.8098894371543437,4.735739928201037,17.62397366174505,0.0,8.621858795372956,7.311952221391123,0.3330674112485042,0.1763048056020888,13.21400079776625,3.137698225504046,0.0,22.14200239329876,7.76025150748565,0.4088552054248105,3.34642849911191,0.0,2.80844419312889
merapi_2006_0034,merapi_kd028_pass,2006,2006trav2n  Line 009 ,2006trav2,4,rim,"Costa et al., 2013",108,13140,108,13140,True,0.9997777897962373,3.0,6.0,0.2799949264581835,5.073541816558169e-06,True,48.72637882895641,51.70419710632867,0.9650791081616962,0.8399424475572254,4.644316756363048,18.7689787219035,0.0,9.068101808764618,7.539113104603592,0.4542143810949702,0.1999662240490281,13.27135515720471,3.089365589868257,0.0,22.40015376522478,9.228133656498597,0.4086917816533808,3.350123104452885,0.04754582608343787,1.900902840057888
merapi_2006_0035,merapi_kd028_pass,2006,2006trav2n  Line 010 ,2006trav2,4,rim,"Costa et al., 2013",109,7560,109,7560,True,0.4476605428863214,4.0,5.0,0.2799936080720503,6.391927949767062e-06,True,48.06728417338306,61.96223078083723,1.143790849673203,0.5976966476429564,5.953526604915995,16.37477143834243,0.0,9.538273387064438,5.070731286714544,0.3729099001563816,0.1437192651463586,12.45639360038494,1.854134650850934,0.0,22.02373792052608,4.883457596162391,0.4210273066281727,3.639109868405375,0.02305625726773327,3.962346311580993
merapi_2006_0036,merapi_kd028_pass,2006,2006trav2n  Line 011 ,2006trav2,4,rim,"Costa et al., 2013",110,8900,110,8900,True,0.4150920424672335,4.0,5.0,0.2799962877122568,3.71228774326271e-06,True,47.94036012384894,62.55849488650989,1.090191284481808,0.5816403769363462,6.248559604805659,16.24768914970715,0.0,9.68446577621018,4.857731014178681,0.3226485235322999,0.139811045096068,12.34280904618283,1.733500925298633,0.0,21.94711369853405,4.606527637098886,0.3697431837994368,3.66500182623855,0.01903826691650217,4.079234659585099
merapi_2006_0037,merapi_kd028_pass,2006,2006trav2n  Line 012 ,2006trav2,4,rim,"Costa et al., 2013",111,13896,111,13896,True,0.5717503071136336,6.0,0.0,0.2800091551834771,9.1551834770498e-06,True,47.68026212635937,59.63787092220219,1.297565682352705,0.6678436234596807,6.341085894626811,17.42570135129999,0.0,9.776468932799968,5.191720060798392,0.3075562345468068,0.1421862914603405,12.17661366514564,1.810622867288902,0.0,21.98323516996,5.809336753283228,0.4251512654029388,3.690180513215388,0.009045771604317847,3.392104622585851
merapi_2006_0038,merapi_kd028_pass,2006,2006trav2n  Line 013 ,2006trav2,4,rim,"Costa et al., 2013",112,18840,112,18840,True,0.5753352690155177,4.0,0.0,0.2799861823323435,1.381766765651271e-05,True,48.83536713760014,59.56700749145001,0.9174679888901145,0.6865448362147036,5.323319730073899,16.99271367383617,0.0,9.063380493527589,5.817827333516529,0.3549548284886344,0.14842361400725,12.94782966179022,2.327041836433477,0.0,22.13855270678124,5.999651653069829,0.3950627187133389,3.595362864546553,0.005013486278088057,3.470997870486517
merapi_2006_0039,merapi_kd028_pass,2006,2006trav2n  Line 017 ,2006trav2,4,rim,"Costa et al., 2013",116,7030,116,7030,True,0.9284413484690562,4.0,2.0,0.279987146234402,1.285376559800877e-05,True,49.28840225789664,53.2076822954966,0.8727330958004724,0.8400884836600655,4.753993354417711,18.22129597729551,0.0,8.478121622162616,8.225161179747886,0.2702269906721646,0.2022001069831271,13.38023940109692,3.634517402820199,0.0,22.58997557948677,8.957081938423135,0.3422875215180752,3.245940654282866,0.02101765483005725,2.245911949088987
merapi_2006_0040,merapi_kd028_pass,2006,Un   95  2006cpx1-80W,2006cpx1-80,10,,LI thesis,135,19746,135,19746,True,0.8109991810953824,4.0,6.0,0.2799973584549343,2.641545065684703e-06,True,50.2155,55.39149734463472,0.655089,0.8153787633365654,3.57759,17.70671243285149,0.011316,8.78549,7.437163371723438,0.525759,0.1793818673374519,13.5315,3.207311998714577,0.0,20.89,7.9264318354035,0.331915,3.333056576508851,,2.732790261697092
merapi_2006_0041,merapi_kd028_pass,2006,Un   96  2006cpx1-test,2006cpx1-test,11,,LI thesis,139,11432,139,11432,True,0.6294471970741926,4.0,1.0,0.2800072280802169,7.228080216914456e-06,True,50.2869,58.81379882538469,0.783383,0.6876880209605027,3.85129,16.84509640509635,0.0,9.42518,6.359307434156058,0.569999,0.1625692412254967,13.4076,2.533030710006697,0.0,20.9251,6.315429806223637,0.374634,3.396763538353603,,3.514459156915769
merapi_2006_0042,merapi_kd028_pass,2006,Un   97  2006cpx1-80E,2006cpx1-80,10,,LI thesis,140,89,140,89,True,0.9871437221189596,3.0,4.0,0.2799920485428923,7.951457107691073e-06,True,50.7137,51.95542852894052,0.644828,0.8353074585734203,2.47001,18.70534577853625,0.013923,9.74894,7.477156941336417,0.757461,0.1988557912685874,14.2183,3.053321039205391,0.0,19.187,9.119860267393127,0.413772,3.355746756212825,,1.951875081249998
merapi_2010_0043,merapi_kd028_pass,2010,2010-cpx1 Line 002 ,2010-cpx1,5,rim,"Costa et al., 2013",0,6018,0,6018,True,0.9798151998883223,8.0,2.0,0.2799998030112246,1.969887754582622e-07,True,46.94433827523084,52.21925759633236,1.620365713825914,0.8012801663517554,7.250910261310374,20.32791380497985,0.0,10.17782784494377,7.316811940810735,0.348011506507614,0.1982035527900607,12.05970509545171,2.427510995764919,0.0,21.10498682384181,8.704395375939075,0.4143952042807427,3.358699648848133,0.07443020659411398,1.818882198836436
merapi_2010_0044,merapi_kd028_pass,2010,2010-cpx1 Line 003 ,2010-cpx1,5,rim,"Costa et al., 2013",1,4057,1,4057,True,0.3600323014992665,3.0,6.0,0.2799981517158307,1.848284169325698e-06,True,45.8892464630518,63.31621520298315,1.790232153338596,0.5914490121182954,8.05958669824114,16.35253615081941,0.0,10.46005626733054,4.764641281385837,0.2702046268747344,0.1840008075374817,11.39312243204404,1.453095364769743,0.0,21.69631833545854,3.948235800944645,0.3926569109640335,3.794240290713493,0.04857611269658146,4.184052791323935
merapi_2010_0045,merapi_kd028_pass,2010,2010-cpx1 Line 004 ,2010-cpx1,5,rim,"Costa et al., 2013",2,5871,2,5871,True,0.5042665290472177,4.0,3.0,0.2799977644084414,2.235591558652494e-06,True,46.05477168299922,61.73963469873554,1.771845647135364,0.6292970248303542,8.817549709266864,16.87453053777521,0.0,10.42573089903631,5.66180804818495,0.2815841906233482,0.1628199896785413,10.5578823242386,1.60538799610683,0.0,21.59760907575326,4.879621881095026,0.4615134387833936,3.560544483515093,0.02643028504045867,3.883632778473397
merapi_2010_0046,merapi_kd028_pass,2010,2010-cpx1 Line 005 ,2010-cpx1,5,rim,"Costa et al., 2013",3,2435,3,2435,True,0.03993706062490099,2.0,6.0,0.2800051065098412,5.106509841146245e-06,True,45.14503974398679,67.54974995209687,1.826158769484876,0.5009443280956003,8.919170021678537,15.0069290459902,0.0,10.69681015794364,3.156421478543905,0.3241457623619283,0.1759984265156225,10.85475379374419,0.896864080392349,0.0,21.80964178796325,1.598760683161809,0.3675028388561991,3.795353139608114,0.0299370290079488,5.249244490029696
merapi_2010_0047,merapi_kd028_pass,2010,2010-cpx1 Line 006 ,2010-cpx1,5,rim,"Costa et al., 2013",4,15157,4,15157,True,0.2869733259609272,1.0,6.0,0.2799988812011857,1.118798814370159e-06,True,45.27586520670933,64.4205004532683,1.71979738542267,0.5595866249046616,8.928589483049732,16.07615963478101,0.0,10.5958122276482,4.313765818734631,0.2032212078012679,0.1821743331490232,10.99416623697008,1.253259215947188,0.0,21.87003953208569,3.308725148909225,0.371055638124703,3.819410359270131,0.03437572669275178,4.446623663952948
merapi_2010_0048,merapi_kd028_pass,2010,2010-cpx1 Line 007 ,2010-cpx1,5,rim,"Costa et al., 2013",5,257,5,257,True,0.8084555672986753,1.0,0.0,0.280005844839572,5.844839571944593e-06,True,45.1748581745812,57.99197926331432,1.758327434626945,0.6683226926701734,8.972188881707856,18.28157723163173,0.0,10.58997322500231,6.700745481031766,0.2379999794827604,0.1827610010568808,10.78899044922496,1.911508200982182,0.0,22.07449809702603,6.861494407348097,0.3682844510099611,3.82487489288155,0.02974999743534505,2.85154787798589
merapi_2010_0049,merapi_kd028_pass,2010,2010-cpx1 Line 008 ,2010-cpx1,5,rim,"Costa et al., 2013",6,1295,6,1295,True,0.5315560978625405,0.0,6.0,0.2800077662750068,7.76627500681526e-06,True,44.94716823789039,61.53890624508601,1.801059686162044,0.6233574683677725,9.161912316563445,17.18182017206312,0.0,10.37617841779296,5.530695059991033,0.2318699087774964,0.1882889024465635,10.92229307136101,1.630144810206636,0.0,22.17917035319482,5.014314880144656,0.3539067028709155,3.848939614667017,0.023390385534572,3.667920920980482
merapi_2010_0050,merapi_kd028_pass,2010,2010-cpx1 Line 009 ,2010-cpx1,5,rim,"Costa et al., 2013",7,16888,7,16888,True,0.2574306951579124,7.0,4.0,0.2800021365885482,2.136588548196094e-06,True,44.34170772755844,64.2056106632675,1.907050307196301,0.683615104484636,9.581888598252124,15.78323614138912,0.0,10.57647464363201,4.168196646708768,0.2129083277571628,0.1416836239545279,10.76707828943366,1.188136898716696,0.0,22.26007259160127,3.407763938152568,0.3295009834337044,3.691580879805462,0.01824928523632824,4.599041938178043
